Time (s),Energy Decay (dB)
0.0,0.0
6.25e-05,0.0
0.000125,0.0
0.0001875,0.0
0.00025,0.0
0.0003125,-0.0003293468329789998
0.000375,-0.0003293468329789998
0.0004375,-0.0003293468329789998
0.0005,-0.0003293468329789998
0.0005625000000000001,-0.0003293468329789998
0.000625,-0.0003293468329789998
0.0006875,-0.0003293468329789998
0.00075,-0.0003293468329789998
0.0008125000000000001,-0.0003293468329789998
0.000875,-0.0003293468329789998
0.0009375,-0.0003293468329789998
0.001,-0.0003293468329789998
0.0010625,-0.0003293468329789998
0.0011250000000000001,-0.0003293468329789998
0.0011875,-0.0003293468329789998
0.00125,-0.0018092847116605482
0.0013125,-0.0018092847116605482
0.001375,-0.0018092847116605482
0.0014375,-0.0018092847116605482
0.0015,-0.0018092847116605482
0.0015625,-0.0018092847116605482
0.0016250000000000001,-0.0018092847116605482
0.0016875,-0.0018092847116605482
0.00175,-0.0018092847116605482
0.0018125,-0.0018092847116605482
0.001875,-0.0018092847116605482
0.0019375,-0.0018092847116605482
0.002,-0.0018092847116605482
0.0020625,-0.0018092847116605482
0.002125,-0.0018092847116605482
0.0021875,-0.0018092847116605482
0.0022500000000000003,-0.0018092847116605482
0.0023125,-0.0018092847116605482
0.002375,-0.0018092847116605482
0.0024375,-0.0018092847116605482
0.0025,-0.0018092847116605482
0.0025625,-0.0018092847116605482
0.002625,-0.0018092847116605482
0.0026875000000000002,-0.0018092847116605482
0.00275,-0.0025022458947606932
0.0028125,-0.0025022458947606932
0.002875,-0.0025022458947606932
0.0029375,-0.0025022458947606932
0.003,-0.0025022458947606932
0.0030625,-0.0025023144111271187
0.003125,-0.0025023144111271187
0.0031875000000000002,-0.0029181197204354776
0.0032500000000000003,-0.0029181197204354776
0.0033125,-0.0029181197204354776
0.003375,-0.0029181197204354776
0.0034375,-0.0029181197204354776
0.0035,-0.0029181197204354776
0.0035625,-0.0029181197204354776
0.003625,-0.0029181197204354776
0.0036875000000000002,-0.0029181197204354776
0.00375,-0.0029181197204354776
0.0038125,-0.0029181197204354776
0.003875,-0.0029181197204354776
0.0039375,-0.0029181197204354776
0.004,-0.0029181197204354776
0.0040625,-0.0029181197204354776
0.004125,-0.0029181197204354776
0.0041875,-0.0029181197204354776
0.00425,-0.0029181197204354776
0.0043125,-0.0029181197204354776
0.004375,-0.0029181197204354776
0.0044375000000000005,-0.0029181197204354776
0.0045000000000000005,-0.0029181197204354776
0.0045625,-0.0029181197204354776
0.004625,-0.0029181197204354776
0.0046875,-0.0029181197204354776
0.00475,-0.0029181197204354776
0.0048125,-0.0029181197204354776
0.004875,-0.0029181197204354776
0.0049375,-0.0029181197204354776
0.005,-0.0029181197204354776
0.0050625,-0.0029181197204354776
0.005125,-0.0029181197204354776
0.0051875,-0.0029181197204354776
0.00525,-0.0029181197204354776
0.0053125,-0.0029181197204354776
0.0053750000000000004,-0.0029181197204354776
0.0054375000000000005,-0.0029181197204354776
0.0055,-0.0029181197204354776
0.0055625,-0.0029181197204354776
0.005625,-0.0029181197204354776
0.0056875,-0.004292398809256563
0.00575,-0.004292398809256563
0.0058125,-0.004292398809256563
0.005875,-0.004292398809256563
0.0059375,-0.004292398809256563
0.006,-0.004292398809256563
0.0060625,-0.004292398809256563
0.006125,-0.004292398809256563
0.0061875,-0.004292398809256563
0.00625,-0.004292398809256563
0.0063125,-0.004292398809256563
0.0063750000000000005,-0.004292398809256563
0.0064375000000000005,-0.004292398809256563
0.006500000000000001,-0.004292398809256563
0.0065625,-0.004292398809256563
0.006625,-0.004292398809256563
0.0066875,-0.004292398809256563
0.00675,-0.004292398809256563
0.0068125,-0.004292398809256563
0.006875,-0.004292398809256563
0.0069375,-0.004292398809256563
0.007,-0.004292398809256563
0.0070625,-0.004292398809256563
0.007125,-0.004292398809256563
0.0071875,-0.004292398809256563
0.00725,-0.004292398809256563
0.0073125,-0.004292398809256563
0.0073750000000000005,-0.004292398809256563
0.0074375000000000005,-0.004292398809256563
0.0075,-0.004292398809256563
0.0075625,-0.004292398809256563
0.007625,-0.004292398809256563
0.0076875,-0.004292398809256563
0.00775,-0.004292398809256563
0.0078125,-0.004292398809256563
0.007875,-0.004292398809256563
0.0079375,-0.004292398809256563
0.008,-0.004292398809256563
0.0080625,-0.004292398809256563
0.008125,-0.004292398809256563
0.0081875,-0.004292398809256563
0.00825,-0.004292398809256563
0.0083125,-0.004292398809256563
0.008375,-0.004292398809256563
0.0084375,-0.004292398809256563
0.0085,-0.004292398809256563
0.0085625,-0.004292398809256563
0.008625,-0.004768374754306432
0.0086875,-0.004768374754306432
0.00875,-0.004768374754306432
0.008812500000000001,-0.004768374754306432
0.008875000000000001,-0.004768374754306432
0.008937500000000001,-0.004768374754306432
0.009000000000000001,-0.004768374754306432
0.0090625,-0.004768374754306432
0.009125,-0.004768374754306432
0.0091875,-0.004768374754306432
0.00925,-0.004768374754306432
0.0093125,-0.004768374754306432
0.009375,-0.004768374754306432
0.0094375,-0.004768374754306432
0.0095,-0.004768374754306432
0.0095625,-0.004768374754306432
0.009625,-0.004768374754306432
0.0096875,-0.004768374754306432
0.00975,-0.004768374754306432
0.0098125,-0.004768374754306432
0.009875,-0.004768374754306432
0.0099375,-0.0065144275704807734
0.01,-0.0065144275704807734
0.0100625,-0.0065144275704807734
0.010125,-0.0065144275704807734
0.0101875,-0.0065144275704807734
0.01025,-0.0065144275704807734
0.0103125,-0.0065144275704807734
0.010375,-0.0065144275704807734
0.0104375,-0.0065144275704807734
0.0105,-0.0065144275704807734
0.0105625,-0.0065144275704807734
0.010625,-0.0065144275704807734
0.0106875,-0.0065144275704807734
0.010750000000000001,-0.0065144275704807734
0.010812500000000001,-0.0065144275704807734
0.010875000000000001,-0.007565152118244237
0.010937500000000001,-0.007565152118244237
0.011,-0.007565152118244237
0.0110625,-0.007565152118244237
0.011125,-0.007565152118244237
0.0111875,-0.007565152118244237
0.01125,-0.007565152118244237
0.0113125,-0.007565152118244237
0.011375,-0.007565152118244237
0.0114375,-0.007565152118244237
0.0115,-0.007565152118244237
0.0115625,-0.007565152118244237
0.011625,-0.007565152118244237
0.0116875,-0.007565152118244237
0.01175,-0.007565152118244237
0.0118125,-0.007833237145843556
0.011875,-0.007833237145843556
0.0119375,-0.007833237145843556
0.012,-0.007833237145843556
0.0120625,-0.007833237145843556
0.012125,-0.008848794406823523
0.0121875,-0.008848794406823523
0.01225,-0.008848794406823523
0.0123125,-0.008848794406823523
0.012375,-0.008848794406823523
0.0124375,-0.008848794406823523
0.0125,-0.008848794406823523
0.0125625,-0.008848794406823523
0.012625,-0.009618072884443852
0.0126875,-0.009618072884443852
0.012750000000000001,-0.009618072884443852
0.012812500000000001,-0.009618072884443852
0.012875000000000001,-0.009618072884443852
0.012937500000000001,-0.009618072884443852
0.013000000000000001,-0.009618072884443852
0.0130625,-0.009618072884443852
0.013125,-0.009618072884443852
0.0131875,-0.009618072884443852
0.01325,-0.009618072884443852
0.0133125,-0.009618072884443852
0.013375,-0.009618072884443852
0.0134375,-0.009618072884443852
0.0135,-0.009618072884443852
0.0135625,-0.009618072884443852
0.013625,-0.009618072884443852
0.0136875,-0.009618072884443852
0.01375,-0.009798233766375125
0.0138125,-0.009798233766375125
0.013875,-0.009798233766375125
0.0139375,-0.009798233766375125
0.014,-0.009798233766375125
0.0140625,-0.009798233766375125
0.014125,-0.009798233766375125
0.0141875,-0.009798233766375125
0.01425,-0.009798233766375125
0.0143125,-0.009798233766375125
0.014375,-0.009798233766375125
0.0144375,-0.009798233766375125
0.0145,-0.009798233766375125
0.0145625,-0.009798233766375125
0.014625,-0.009798233766375125
0.014687500000000001,-0.009798233766375125
0.014750000000000001,-0.009798233766375125
0.014812500000000001,-0.009798233766375125
0.014875000000000001,-0.009798233766375125
0.014937500000000001,-0.009798233766375125
0.015,-0.009798233766375125
0.0150625,-0.009798233766375125
0.015125,-0.009798233766375125
0.0151875,-0.009798233766375125
0.01525,-0.009798233766375125
0.0153125,-0.009798233766375125
0.015375,-0.009798233766375125
0.0154375,-0.009798233766375125
0.0155,-0.009798233766375125
0.0155625,-0.009798233766375125
0.015625,-0.009798233766375125
0.0156875,-0.009798233766375125
0.01575,-0.009798233766375125
0.0158125,-0.009864280418240416
0.015875,-0.009864280418240416
0.0159375,-0.009864280418240416
0.016,-0.009864280418240416
0.0160625,-0.009864280418240416
0.016125,-0.009864280418240416
0.0161875,-0.009864280418240416
0.01625,-0.009864280418240416
0.0163125,-0.009864280418240416
0.016375,-0.009864280418240416
0.0164375,-0.010291785983239836
0.0165,-0.010291785983239836
0.0165625,-0.010291785983239836
0.016625,-0.010291785983239836
0.0166875,-0.010291785983239836
0.01675,-0.010291785983239836
0.0168125,-0.010291785983239836
0.016875,-0.010291785983239836
0.0169375,-0.010291785983239836
0.017,-0.010291785983239836
0.0170625,-0.010291785983239836
0.017125,-0.010291785983239836
0.0171875,-0.010291785983239836
0.01725,-0.010291785983239836
0.0173125,-0.010291785983239836
0.017375,-0.010291785983239836
0.0174375,-0.010291785983239836
0.0175,-0.010291785983239836
0.0175625,-0.010291785983239836
0.017625000000000002,-0.010291785983239836
0.017687500000000002,-0.010291785983239836
0.017750000000000002,-0.010291785983239836
0.017812500000000002,-0.010291785983239836
0.017875000000000002,-0.010291785983239836
0.017937500000000002,-0.010291785983239836
0.018000000000000002,-0.010291785983239836
0.0180625,-0.010291785983239836
0.018125,-0.010291785983239836
0.0181875,-0.010291785983239836
0.01825,-0.010291785983239836
