Time (s),Energy Decay (dB)
0.0,0.0
6.25e-05,0.0
0.000125,0.0
0.0001875,0.0
0.00025,0.0
0.0003125,0.0
0.000375,-0.0006336812646761996
0.0004375,-0.0006336812646761996
0.0005,-0.0006336812646761996
0.0005625000000000001,-0.003684411726370882
0.000625,-0.003684411726370882
0.0006875,-0.003684411726370882
0.00075,-0.003684411726370882
0.0008125000000000001,-0.003684411726370882
0.000875,-0.003684411726370882
0.0009375,-0.003684411726370882
0.001,-0.003684411726370882
0.0010625,-0.003684411726370882
0.0011250000000000001,-0.003684411726370882
0.0011875,-0.003684411726370882
0.00125,-0.003684411726370882
0.0013125,-0.003684411726370882
0.001375,-0.003684411726370882
0.0014375,-0.003684411726370882
0.0015,-0.003684411726370882
0.0015625,-0.003684411726370882
0.0016250000000000001,-0.003684411726370882
0.0016875,-0.003684411726370882
0.00175,-0.003684411726370882
0.0018125,-0.003684411726370882
0.001875,-0.003684411726370882
0.0019375,-0.003684411726370882
0.002,-0.003684411726370882
0.0020625,-0.003684411726370882
0.002125,-0.003684411726370882
0.0021875,-0.003684411726370882
0.0022500000000000003,-0.003978681179649307
0.0023125,-0.003978681179649307
0.002375,-0.003978681179649307
0.0024375,-0.003978681179649307
0.0025,-0.003978681179649307
0.0025625,-0.003978681179649307
0.002625,-0.003978681179649307
0.0026875000000000002,-0.003978681179649307
0.00275,-0.003978681179649307
0.0028125,-0.003978681179649307
0.002875,-0.003978681179649307
0.0029375,-0.003978681179649307
0.003,-0.003978681179649307
0.0030625,-0.003978681179649307
0.003125,-0.003978681179649307
0.0031875000000000002,-0.003978681179649307
0.0032500000000000003,-0.003978681179649307
0.0033125,-0.003978681179649307
0.003375,-0.003978681179649307
0.0034375,-0.003978681179649307
0.0035,-0.003978681179649307
0.0035625,-0.003978681179649307
0.003625,-0.003978681179649307
0.0036875000000000002,-0.003978681179649307
0.00375,-0.003978681179649307
0.0038125,-0.003978681179649307
0.003875,-0.003978681179649307
0.0039375,-0.003978681179649307
0.004,-0.003978681179649307
0.0040625,-0.003978681179649307
0.004125,-0.003978681179649307
0.0041875,-0.003978681179649307
0.00425,-0.003978681179649307
0.0043125,-0.003978681179649307
0.004375,-0.003978681179649307
0.0044375000000000005,-0.003978681179649307
0.0045000000000000005,-0.003978681179649307
0.0045625,-0.003978681179649307
0.004625,-0.003978681179649307
0.0046875,-0.003978681179649307
0.00475,-0.003978681179649307
0.0048125,-0.004136211046453993
0.004875,-0.004136211046453993
0.0049375,-0.004136211046453993
0.005,-0.004136211046453993
0.0050625,-0.004136211046453993
0.005125,-0.004136211046453993
0.0051875,-0.004136211046453993
0.00525,-0.004528261770779389
0.0053125,-0.004528261770779389
0.0053750000000000004,-0.004528261770779389
0.0054375000000000005,-0.004528261770779389
0.0055,-0.004528261770779389
0.0055625,-0.004528261770779389
0.005625,-0.004528261770779389
0.0056875,-0.004528261770779389
0.00575,-0.004528261770779389
0.0058125,-0.004528261770779389
0.005875,-0.004528261770779389
0.0059375,-0.004528261770779389
0.006,-0.004528261770779389
0.0060625,-0.004528261770779389
0.006125,-0.004528261770779389
0.0061875,-0.006650031531493179
0.00625,-0.006650031531493179
0.0063125,-0.006650031531493179
0.0063750000000000005,-0.006650031531493179
0.0064375000000000005,-0.006650031531493179
0.006500000000000001,-0.006650031531493179
0.0065625,-0.006650031531493179
0.006625,-0.006650031531493179
0.0066875,-0.006650031531493179
0.00675,-0.006650031531493179
0.0068125,-0.009698368613119212
0.006875,-0.009698368613119212
0.0069375,-0.010635871547363718
0.007,-0.010635871547363718
0.0070625,-0.010635871547363718
0.007125,-0.010635871547363718
0.0071875,-0.013827548224684846
0.00725,-0.013827548224684846
0.0073125,-0.013827548224684846
0.0073750000000000005,-0.013827548224684846
0.0074375000000000005,-0.013827548224684846
0.0075,-0.013827548224684846
0.0075625,-0.013827548224684846
0.007625,-0.013827548224684846
0.0076875,-0.013827548224684846
0.00775,-0.013827548224684846
0.0078125,-0.013827548224684846
0.007875,-0.013827548224684846
0.0079375,-0.013827548224684846
0.008,-0.013827548224684846
0.0080625,-0.013827548224684846
0.008125,-0.013827548224684846
0.0081875,-0.013827548224684846
0.00825,-0.013827548224684846
0.0083125,-0.013827548224684846
0.008375,-0.013827548224684846
0.0084375,-0.015147808825338066
0.0085,-0.015147808825338066
0.0085625,-0.015147808825338066
0.008625,-0.015147808825338066
0.0086875,-0.015147808825338066
0.00875,-0.015147808825338066
0.008812500000000001,-0.015147808825338066
0.008875000000000001,-0.015147808825338066
0.008937500000000001,-0.015147808825338066
0.009000000000000001,-0.015147808825338066
0.0090625,-0.015147808825338066
0.009125,-0.015147808825338066
0.0091875,-0.015147808825338066
0.00925,-0.015147808825338066
0.0093125,-0.015147808825338066
0.009375,-0.015147808825338066
0.0094375,-0.015147808825338066
0.0095,-0.015147808825338066
0.0095625,-0.016732052457859088
0.009625,-0.016732052457859088
0.0096875,-0.016732052457859088
0.00975,-0.016732052457859088
0.0098125,-0.016732052457859088
0.009875,-0.016732052457859088
0.0099375,-0.016732052457859088
0.01,-0.020125741792303937
0.0100625,-0.020125741792303937
0.010125,-0.020125741792303937
0.0101875,-0.020125741792303937
0.01025,-0.020125741792303937
0.0103125,-0.020125741792303937
0.010375,-0.020125741792303937
0.0104375,-0.020125741792303937
0.0105,-0.020125741792303937
0.0105625,-0.020125741792303937
0.010625,-0.020125741792303937
0.0106875,-0.020125741792303937
0.010750000000000001,-0.020125741792303937
0.010812500000000001,-0.020125741792303937
0.010875000000000001,-0.020125741792303937
